,x4_Av,x13_2fmCon,x4_Gd,BsmtFullBath,FullBath,Fireplaces,OpenPorchSF,LotArea,x9_1.5Fin,isNew,LotFrontage_median,x9_2Story,x5_Grav,x13_Twnhs,x10_PConc,WoodDeckSF,hasGarage,x3_GdWo,firstFlrSF,x7_Inside,x4_No,TotRmsAbvGrd,x10_BrkTil,x7_CulDSac,x12_Y,YearRemodAdd,GarageArea,x6_FuseF,x3_MnPrv,x6_SBrkr,HalfBath
265,0.0,0.0,0.0,0,1,0.0,0.0,6120.0,1.0,False,51.0,0.0,0.0,0.0,0.0,0.0,True,0.0,989.0,1.0,1.0,6.0,1.0,0.0,1.0,14,240.0,0.0,0.0,1.0,0
266,0.0,0.0,0.0,1,1,1.6,42.0,13923.6,0.0,False,75.0,0.0,0.0,0.0,0.0,273.6,True,0.0,1363.0,1.0,1.0,6.0,0.0,0.0,1.0,9,288.0,0.0,0.0,1.0,0
267,0.0,0.0,0.0,0,2,1.0,74.0,11065.0,0.0,True,86.0,1.0,0.0,0.0,1.0,177.0,True,0.0,1120.0,1.0,0.0,8.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,1
268,0.0,0.0,0.0,0,1,1.0,0.0,6240.0,1.0,False,52.0,0.0,0.0,0.0,1.0,112.0,True,0.0,816.0,1.0,1.0,6.0,0.0,0.0,1.0,56,528.0,0.0,1.0,1.0,0
269,0.0,1.0,0.0,0,2,0.0,0.0,6000.0,1.0,False,50.0,0.0,0.0,0.0,0.0,0.0,True,0.0,811.0,1.0,1.0,7.0,0.0,0.0,1.0,55,256.0,0.0,0.0,0.0,0
270,0.0,0.0,0.0,1,1,0.0,0.0,12968.0,0.0,False,70.0,0.0,0.0,0.0,0.0,140.0,True,0.0,912.0,1.0,1.0,4.0,0.0,0.0,1.0,46,352.0,0.0,0.0,1.0,0
271,0.0,0.0,0.0,0,2,0.0,0.0,6000.0,1.0,False,60.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1008.0,1.0,1.0,7.0,1.0,0.0,1.0,56,0.0,0.0,0.0,1.0,0
272,0.0,0.0,0.0,0,1,0.0,112.0,8800.0,1.0,False,55.0,0.0,0.0,0.0,0.0,0.0,False,0.0,792.0,0.0,1.0,7.0,1.0,0.0,1.0,6,0.0,0.0,0.0,1.0,0
273,0.0,0.0,0.0,0,2,1.0,22.0,9317.0,0.0,True,78.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1314.0,1.0,1.0,6.0,0.0,0.0,1.0,1,440.0,0.0,0.0,1.0,0
274,0.0,0.0,0.0,1,2,1.0,0.0,12416.0,0.0,False,47.0,0.0,0.0,0.0,0.0,192.0,True,0.0,1651.0,1.0,1.0,7.0,0.0,0.0,1.0,22,616.0,0.0,0.0,1.0,0
275,0.0,0.0,0.0,0,1,0.0,56.0,13923.6,0.0,True,90.0,0.0,0.0,0.0,1.0,36.0,False,0.0,1140.0,1.0,1.0,6.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0
276,0.0,0.0,0.0,0,2,1.0,36.0,13923.6,1.0,False,66.0,0.0,0.0,0.0,0.0,72.0,True,0.0,1163.0,1.0,0.0,8.0,1.0,0.0,1.0,58,396.0,0.0,0.0,1.0,0
277,1.0,0.0,0.0,1,2,1.0,60.0,10927.0,0.0,True,74.0,1.0,0.0,0.0,1.0,179.0,True,0.0,1058.0,1.0,0.0,8.0,0.0,0.0,1.0,1,728.05,0.0,0.0,1.0,1
278,0.0,0.0,0.0,0,2,0.0,102.0,7862.0,0.0,True,75.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1218.0,1.0,1.0,4.0,0.0,0.0,1.0,0,676.0,0.0,0.0,1.0,0
279,0.0,0.0,0.0,0,2,0.0,0.0,12108.0,0.0,False,90.4,0.0,0.0,0.0,0.0,0.0,False,0.0,1440.0,1.0,1.0,8.0,0.0,0.0,0.0,53,0.0,1.0,0.0,0.0,0
280,0.0,0.0,0.0,0,2,0.0,87.0,8462.0,0.0,False,70.0,1.0,0.0,0.0,1.0,273.6,True,0.0,936.0,1.0,1.0,7.0,0.0,0.0,1.0,13,471.0,0.0,0.0,1.0,1
281,0.0,0.0,0.0,1,1,0.0,104.0,6897.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1040.0,0.0,1.0,6.0,0.0,0.0,1.0,0,260.0,0.0,0.0,1.0,1
282,1.0,0.0,0.0,1,2,1.0,75.0,11207.0,0.0,False,70.0,1.0,0.0,0.0,1.0,95.0,True,0.0,802.0,0.0,0.0,8.0,0.0,0.0,1.0,9,413.0,0.0,0.0,1.0,1
283,1.0,0.0,0.0,1,2,1.0,24.0,13923.6,0.0,True,58.0,1.0,0.0,0.0,1.0,100.0,True,0.0,664.0,1.0,0.0,7.0,0.0,0.0,1.0,0,426.0,0.0,0.0,1.0,1
284,1.0,0.0,0.0,0,1,0.0,0.0,5890.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,816.0,0.0,0.0,5.0,1.0,0.0,1.0,1,432.0,0.0,0.0,1.0,0
285,0.0,0.0,0.0,0,1,0.0,0.0,9600.0,1.0,False,80.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1032.0,1.0,1.0,6.0,0.0,0.0,1.0,58,288.0,0.0,0.0,0.0,0
286,0.0,0.0,0.0,1,2,1.0,112.0,9600.0,0.0,False,80.0,0.0,0.0,0.0,1.0,273.6,True,0.0,1692.3000000000002,1.0,1.0,8.2,0.0,0.0,1.0,28,542.0,0.0,1.0,1.0,1
287,0.0,0.0,1.0,0,1,1.0,0.0,9920.0,0.0,False,69.0,0.0,0.0,0.0,0.0,0.0,True,0.0,971.0,1.0,0.0,5.0,0.0,0.0,1.0,37,300.0,0.0,0.0,1.0,1
288,0.0,0.0,0.0,0,2,1.0,96.0,12435.0,0.0,True,80.0,1.0,0.0,0.0,1.0,0.0,True,0.0,963.0,1.0,1.0,7.0,0.0,0.0,1.0,7,564.0,0.0,0.0,1.0,1
289,0.0,0.0,0.0,0,2,0.0,70.0,9291.0,0.0,False,76.0,1.0,0.0,0.0,1.0,144.0,True,0.0,832.0,0.0,1.0,7.0,0.0,0.0,1.0,15,506.0,0.0,0.0,1.0,1
290,0.0,0.0,1.0,0,2,1.0,20.0,3013.0,0.0,True,43.0,0.0,0.0,0.0,1.0,142.0,True,0.0,1506.0,1.0,0.0,6.0,0.0,0.0,1.0,1,440.0,0.0,0.0,1.0,0
291,0.0,0.0,0.0,0,1,0.0,0.0,7227.0,0.0,False,59.0,0.0,0.0,0.0,0.0,0.0,True,0.0,832.0,0.0,1.0,4.0,0.0,0.0,1.0,54,528.0,0.0,0.0,1.0,0
292,0.0,0.0,0.0,0,1,0.0,39.0,10721.0,0.0,False,80.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1252.0,1.0,1.0,7.0,0.0,0.0,1.0,49,528.0,0.0,0.0,1.0,0
293,0.0,1.0,0.0,0,2,0.0,0.0,7082.0,0.0,False,70.0,1.0,0.0,0.0,1.0,0.0,False,0.0,948.0,1.0,0.0,8.2,0.0,0.0,1.0,11,0.0,0.0,0.0,1.0,0
294,0.0,0.0,1.0,1,2,1.0,53.0,5587.0,0.0,True,64.0,0.0,0.0,0.0,1.0,162.0,True,0.0,1652.0,1.0,0.0,5.0,0.0,0.0,1.0,0,482.0,0.0,0.0,1.0,0
295,0.0,0.0,0.0,0,2,1.0,24.0,8400.0,0.0,False,60.0,0.0,0.0,0.0,1.0,262.0,True,0.0,1052.0,1.0,1.0,8.0,0.0,0.0,1.0,11,240.0,0.0,0.0,1.0,1
296,0.0,0.0,0.0,1,1,0.0,0.0,8780.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,False,0.0,833.0,0.0,1.0,5.0,0.0,0.0,1.0,24,0.0,0.0,1.0,1.0,0
297,0.0,0.0,0.0,0,1,0.0,0.0,6402.0,0.0,False,60.0,1.0,0.0,0.0,1.0,0.0,True,1.0,596.0,0.0,0.0,6.0,0.0,0.0,0.0,59,189.0,0.0,0.0,1.0,0
298,0.0,0.0,0.0,1,1,0.0,0.0,10921.0,0.0,False,73.0,0.0,0.0,0.0,0.0,120.0,True,0.0,960.0,1.0,1.0,6.0,0.0,0.0,1.0,42,432.0,1.0,0.0,0.0,0
299,0.0,0.0,0.0,0,1,0.0,0.0,9000.0,0.0,False,75.0,0.0,0.0,0.0,0.0,0.0,True,1.0,1128.0,1.0,1.0,5.0,0.0,0.0,1.0,52,286.0,0.0,0.0,1.0,0
300,0.0,0.0,0.0,1,1,1.0,0.0,9084.0,0.0,False,60.0,1.0,0.0,0.0,0.0,120.0,True,0.0,755.0,1.0,0.0,7.0,0.0,0.0,1.0,59,296.0,0.0,1.0,1.0,0
301,0.0,0.0,0.0,1,1,0.0,112.0,7758.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,999.0,0.0,1.0,6.0,0.0,0.0,1.0,6,264.0,0.0,0.0,1.0,0
303,0.0,0.0,1.0,0,2,1.0,112.0,13923.6,0.0,True,70.0,0.0,0.0,0.0,1.0,198.0,True,0.0,1692.3000000000002,0.0,0.0,7.0,0.0,1.0,1.0,4,728.05,0.0,0.0,1.0,0
304,0.0,0.0,0.0,1,2,1.0,44.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,273.6,True,0.0,1680.0,0.0,1.0,5.0,0.0,0.0,1.0,2,540.0,0.0,0.0,1.0,0
305,0.0,0.0,0.0,0,2,1.0,33.0,10678.0,1.0,False,85.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1692.3000000000002,1.0,1.0,8.2,0.0,0.0,1.0,7,541.0,0.0,0.0,1.0,1
306,0.0,0.0,0.0,1,2,0.0,0.0,12508.0,1.0,False,75.0,0.0,0.0,0.0,0.0,245.0,True,0.0,983.0,1.0,0.0,7.0,0.0,0.0,1.0,23,423.0,0.0,0.0,1.0,0
307,0.0,0.0,0.0,0,2,1.0,82.0,13923.6,0.0,False,90.4,1.0,0.0,0.0,0.0,127.0,True,0.0,1301.0,0.0,1.0,8.2,0.0,0.0,1.0,14,462.0,0.0,0.0,1.0,1
308,0.0,0.0,0.0,0,2,1.0,104.0,10448.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1378.0,0.0,1.0,7.0,0.0,0.0,1.0,37,583.0,0.0,0.0,1.0,1
309,0.0,0.0,0.0,0,2,1.0,0.0,8012.0,0.0,False,50.0,0.0,0.0,0.0,0.0,80.0,True,0.0,923.0,1.0,1.0,5.0,0.0,0.0,1.0,30,264.0,0.0,0.0,1.0,0
310,0.0,0.0,0.0,0,2,0.0,35.0,8846.0,0.0,True,68.0,1.0,0.0,0.0,1.0,0.0,True,0.0,750.0,1.0,1.0,6.0,0.0,0.0,1.0,0,564.0,0.0,0.0,1.0,1
311,1.0,0.0,0.0,1,1,0.0,0.0,11782.0,0.0,False,88.0,0.0,0.0,0.0,0.0,192.0,True,0.0,1155.0,1.0,0.0,6.0,0.0,0.0,1.0,15,576.0,0.0,1.0,1.0,0
312,0.0,0.0,1.0,1,2,1.0,42.0,10226.0,0.0,True,61.0,0.0,0.0,0.0,1.0,172.0,True,0.0,1630.0,1.0,0.0,8.0,0.0,0.0,1.0,1,728.05,0.0,0.0,1.0,0
313,0.0,0.0,0.0,1,2,1.0,26.0,11200.0,0.0,False,70.0,0.0,0.0,0.0,0.0,165.0,True,0.0,1298.0,1.0,1.0,5.0,0.0,0.0,1.0,21,403.0,0.0,0.0,1.0,0
314,0.0,0.0,0.0,1,1,1.6,76.0,9500.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1394.0,1.0,1.0,6.0,0.0,0.0,1.0,46,514.0,0.0,0.0,1.0,1
315,0.0,0.0,0.0,1,1,0.0,112.0,8100.0,0.0,False,90.0,0.0,0.0,0.0,0.0,0.0,True,1.0,1559.0,1.0,1.0,5.0,1.0,0.0,1.0,34,728.05,0.0,0.0,1.0,0
316,0.0,0.0,0.0,1,1,1.6,0.0,10708.0,0.0,False,70.0,0.0,0.0,0.0,0.0,273.6,True,1.0,1692.3000000000002,1.0,1.0,7.0,0.0,0.0,1.0,16,303.0,0.0,0.0,0.0,0
317,0.0,0.0,1.0,1,1,1.6,112.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,988.0,0.0,0.0,4.0,0.0,1.0,1.0,37,540.0,0.0,0.0,1.0,0
318,0.0,0.0,0.0,0,1,0.0,34.0,13825.0,0.0,False,85.0,0.0,0.0,0.0,0.0,273.6,True,0.0,1021.0,1.0,1.0,6.0,0.0,0.0,1.0,21,300.0,0.0,0.0,1.0,0
319,0.0,0.0,0.0,0,1,1.0,0.0,8731.0,0.0,False,90.4,0.0,0.0,0.0,0.0,0.0,True,0.0,1167.0,1.0,1.0,6.0,1.0,0.0,1.0,57,495.0,0.0,0.0,1.0,0
320,0.0,0.0,0.0,0,1,1.6,0.0,10452.0,0.0,False,85.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1094.0,1.0,0.0,5.0,0.0,0.0,1.0,55,495.0,0.0,0.0,1.0,0
322,0.0,0.0,0.0,0,2,1.0,0.0,10496.0,1.0,False,78.0,0.0,0.0,0.0,0.0,0.0,True,1.0,1168.0,1.0,0.0,7.0,0.0,0.0,1.0,57,315.0,0.0,0.0,1.0,0
323,0.0,0.0,0.0,1,3,1.0,75.0,12692.0,0.0,False,70.0,0.0,0.0,0.0,1.0,264.0,True,0.0,1692.3000000000002,1.0,1.0,8.2,0.0,0.0,1.0,14,546.0,0.0,0.0,1.0,0
324,0.0,0.0,0.0,0,2,1.0,51.0,10728.0,0.0,True,84.0,1.0,0.0,0.0,1.0,192.0,True,0.0,1095.0,1.0,0.0,8.0,0.0,0.0,1.0,0,728.05,0.0,0.0,1.0,1
325,0.0,0.0,0.0,0,1,0.0,0.0,1953.0,0.0,False,29.599999999999998,1.0,0.0,1.0,0.0,72.0,True,0.0,483.0,1.0,1.0,5.0,0.0,0.0,1.0,33,264.0,0.0,0.0,1.0,1
326,0.0,0.0,0.0,0,2,1.0,32.0,2117.0,0.0,False,70.0,1.0,0.0,0.0,1.0,0.0,True,0.0,756.0,1.0,1.0,4.0,0.0,0.0,1.0,7,440.0,0.0,0.0,1.0,1
327,0.0,0.0,0.0,1,2,1.0,35.0,5306.0,0.0,False,44.0,1.0,0.0,0.0,1.0,273.6,True,0.0,1064.0,1.0,1.0,5.0,0.0,0.0,1.0,19,504.0,0.0,0.0,1.0,0
328,0.0,0.0,0.0,0,1,0.0,0.0,5310.0,1.0,False,59.0,0.0,0.0,0.0,0.0,273.6,True,0.0,1001.0,0.0,1.0,5.0,0.0,0.0,1.0,3,255.0,0.0,0.0,1.0,0
329,0.0,0.0,0.0,0,2,1.0,81.0,13704.0,0.0,True,90.4,0.0,0.0,0.0,1.0,273.6,True,0.0,1541.0,0.0,1.0,6.0,0.0,0.0,1.0,4,728.05,0.0,0.0,1.0,0
330,0.0,0.0,0.0,0,1,1.0,82.0,11235.0,0.0,False,75.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1382.0,1.0,1.0,6.0,0.0,0.0,1.0,27,459.0,0.0,0.0,1.0,1
331,1.0,0.0,0.0,1,1,0.0,0.0,1890.0,0.0,False,29.599999999999998,0.0,0.0,1.0,0.0,88.0,False,0.0,630.0,1.0,0.0,3.0,0.0,0.0,1.0,36,0.0,0.0,0.0,1.0,0
332,0.0,0.0,0.0,0,2,0.0,45.0,7226.0,0.0,True,72.0,1.0,0.0,0.0,1.0,0.0,True,0.0,798.0,0.0,1.0,6.0,0.0,1.0,1.0,5,595.0,0.0,0.0,1.0,1
333,0.0,0.0,0.0,1,2,1.0,0.0,1950.0,0.0,False,29.599999999999998,1.0,0.0,1.0,0.0,161.0,True,0.0,716.0,1.0,1.0,6.0,0.0,0.0,1.0,28,452.0,0.0,0.0,1.0,1
334,0.0,0.0,0.0,1,2,1.0,40.0,13346.0,0.0,False,70.0,1.0,0.0,0.0,1.0,0.0,True,0.0,1166.0,0.0,1.0,8.2,0.0,1.0,1.0,6,590.0,0.0,0.0,1.0,1
335,0.0,0.0,0.0,0,2,0.0,60.0,11888.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1445.0,1.0,1.0,8.2,1.0,0.0,0.0,15,441.0,0.0,0.0,0.0,0
336,0.0,0.0,0.0,0,1,1.6,0.0,7758.0,1.0,False,70.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1226.0,0.0,1.0,7.0,0.0,0.0,1.0,57,240.0,1.0,0.0,0.0,1
337,0.0,0.0,0.0,0,2,1.0,100.0,9600.0,0.0,False,80.0,0.0,0.0,0.0,0.0,113.0,True,0.0,1094.0,0.0,1.0,7.0,0.0,0.0,1.0,13,512.0,0.0,0.0,1.0,1
338,0.0,0.0,0.0,0,1,0.0,0.0,7950.0,0.0,False,75.0,1.0,0.0,0.0,0.0,252.0,True,0.0,698.0,0.0,1.0,6.0,0.0,0.0,1.0,32,440.0,0.0,1.0,1.0,1
339,0.0,0.0,0.0,1,3,0.0,0.0,7800.0,0.0,False,78.0,1.0,0.0,0.0,0.0,103.0,True,0.0,1112.0,1.0,1.0,8.0,0.0,0.0,1.0,4,230.0,0.0,0.0,1.0,0
340,0.0,0.0,0.0,0,1,0.0,0.0,6000.0,1.0,False,50.0,0.0,0.0,0.0,0.0,210.0,True,0.0,786.0,1.0,1.0,4.0,1.0,0.0,1.0,9,624.0,0.0,0.0,1.0,0
341,1.0,0.0,0.0,0,2,1.0,38.0,11911.0,0.0,True,90.4,1.0,0.0,0.0,1.0,100.0,True,0.0,684.0,1.0,0.0,6.0,0.0,0.0,1.0,4,400.0,0.0,0.0,1.0,1
342,1.0,0.0,0.0,1,1,1.6,0.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1687.0,1.0,0.0,7.0,0.0,0.0,1.0,60,572.0,0.0,0.0,1.0,0
343,0.0,0.0,1.0,1,1,0.0,112.0,9020.0,0.0,False,82.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1165.0,1.0,0.0,6.0,0.0,0.0,1.0,42,490.0,0.0,0.0,1.0,1
344,0.0,0.0,0.0,0,2,1.0,46.0,10832.0,0.0,False,70.0,1.0,0.0,0.0,1.0,143.0,True,0.0,1086.0,0.0,1.0,7.0,0.0,0.0,1.0,12,409.0,0.0,0.0,1.0,1
346,0.0,0.0,0.0,1,2,1.0,60.0,13501.0,0.0,True,90.4,0.0,0.0,0.0,1.0,0.0,True,0.0,1636.0,0.0,1.0,8.0,0.0,0.0,1.0,1,728.05,0.0,0.0,1.0,0
347,0.0,0.0,0.0,0,1,0.0,0.0,10150.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,912.0,1.0,1.0,5.0,0.0,0.0,1.0,49,275.0,0.0,0.0,0.0,0
348,0.0,0.0,0.0,1,1,0.0,0.0,7945.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1150.0,1.0,1.0,6.0,0.0,0.0,1.0,47,300.0,0.0,0.0,0.0,0
349,0.0,0.0,0.0,1,2,1.0,0.0,5062.0,0.0,False,70.0,1.0,0.0,0.0,0.0,219.0,True,0.0,1190.0,0.0,0.0,6.0,0.0,1.0,1.0,23,577.0,0.0,0.0,1.0,0
350,0.0,0.0,0.0,0,2,1.0,112.0,4928.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,958.0,1.0,1.0,5.0,0.0,0.0,1.0,31,440.0,0.0,0.0,1.0,0
351,0.0,0.0,0.0,1,2,0.0,99.0,13923.6,0.0,False,65.0,1.0,0.0,0.0,1.0,273.6,True,0.0,928.0,1.0,1.0,7.0,0.0,0.0,1.0,12,470.0,0.0,1.0,1.0,1
352,0.0,0.0,0.0,0,1,0.0,0.0,7162.0,0.0,False,70.0,0.0,0.0,0.0,1.0,0.0,True,0.0,904.0,1.0,1.0,6.0,0.0,0.0,1.0,42,408.0,0.0,1.0,1.0,0
353,0.0,0.0,0.0,0,1,0.0,0.0,6000.0,0.0,False,50.0,0.0,0.0,0.0,0.0,0.0,True,0.0,901.0,0.0,1.0,4.0,0.0,0.0,1.0,8,281.0,0.0,0.0,1.0,0
354,0.0,0.0,0.0,0,2,0.0,112.0,3180.0,0.0,True,30.0,1.0,0.0,0.0,1.0,0.0,True,0.0,520.0,1.0,1.0,4.0,0.0,0.0,1.0,1,480.0,0.0,0.0,1.0,1
355,1.0,0.0,0.0,0,2,0.0,112.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,168.0,True,0.0,1582.0,1.0,0.0,7.0,0.0,0.0,1.0,42,390.0,0.0,0.0,1.0,0
356,1.0,0.0,0.0,1,1,0.0,0.0,4435.0,0.0,True,70.0,0.0,0.0,0.0,1.0,140.0,True,0.0,848.0,1.0,0.0,4.0,0.0,0.0,1.0,6,420.0,0.0,0.0,1.0,0
357,0.0,0.0,0.0,1,1,1.0,0.0,13907.0,0.0,False,63.0,0.0,0.0,0.0,0.0,144.0,False,0.0,996.0,1.0,1.0,6.0,0.0,0.0,1.0,39,0.0,0.0,0.0,1.0,0
358,0.0,0.0,0.0,1,1,0.0,0.0,10267.0,0.0,False,55.0,0.0,0.0,0.0,0.0,0.0,True,0.0,838.0,1.0,0.0,5.0,1.0,0.0,1.0,8,275.0,0.0,0.0,1.0,0
359,0.0,0.0,0.0,1,2,0.0,45.0,10142.0,0.0,True,76.0,1.0,0.0,0.0,1.0,0.0,True,0.0,956.0,1.0,1.0,8.0,0.0,0.0,1.0,6,618.0,0.0,0.0,1.0,1
360,0.0,1.0,0.0,1,1,1.6,0.0,13923.6,0.0,False,90.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1336.0,0.0,0.0,5.0,0.0,0.0,1.0,53,375.0,0.0,0.0,1.0,0
361,0.0,0.0,0.0,0,2,0.0,0.0,11345.0,0.0,False,90.4,1.0,0.0,0.0,0.0,0.0,True,0.0,928.0,0.0,1.0,8.2,0.0,0.0,1.0,57,400.0,0.0,0.0,0.0,0
362,1.0,0.0,0.0,1,2,1.0,112.0,9920.0,0.0,False,90.4,1.0,0.0,0.0,1.0,180.0,True,0.0,1127.0,0.0,0.0,8.0,0.0,1.0,1.0,10,455.0,0.0,0.0,1.0,1
363,0.0,0.0,0.0,0,1,0.0,0.0,9000.0,0.0,False,50.0,1.0,0.0,0.0,0.0,0.0,True,0.0,1089.0,0.0,1.0,8.0,1.0,0.0,1.0,15,240.0,0.0,1.0,0.0,0
364,0.0,0.0,0.0,0,1,1.0,84.0,9247.0,0.0,False,70.0,1.0,0.0,0.0,0.0,0.0,True,0.0,858.0,1.0,1.0,8.0,0.0,0.0,1.0,46,490.0,0.0,0.0,1.0,1
365,0.0,0.0,0.0,1,2,1.0,0.0,5395.0,0.0,False,41.0,0.0,0.0,0.0,1.0,96.0,True,0.0,1337.0,1.0,1.0,5.0,0.0,0.0,1.0,15,462.0,0.0,0.0,1.0,0
366,0.0,0.0,1.0,1,2,1.0,96.0,10380.0,0.0,False,86.0,1.0,0.0,0.0,0.0,201.0,True,0.0,1553.0,1.0,0.0,8.0,0.0,0.0,1.0,20,576.0,0.0,1.0,1.0,1
367,0.0,0.0,0.0,0,2,0.0,36.0,10402.0,0.0,True,90.4,0.0,0.0,0.0,1.0,0.0,True,0.0,1226.0,0.0,1.0,6.0,0.0,0.0,1.0,1,728.05,0.0,0.0,1.0,0
368,0.0,0.0,0.0,0,2,1.6,42.0,13600.0,0.0,False,85.0,1.0,0.0,0.0,0.0,0.0,True,0.0,1186.0,1.0,1.0,7.0,0.0,0.0,1.0,19,486.0,0.0,0.0,1.0,1
369,0.0,0.0,0.0,0,1,0.0,40.0,13132.0,0.0,False,90.4,1.0,0.0,0.0,0.0,203.0,True,0.0,892.0,1.0,0.0,8.2,1.0,0.0,1.0,56,180.0,1.0,0.0,0.0,1
370,1.0,1.0,0.0,1,1,1.0,0.0,13923.6,0.0,False,70.0,0.0,0.0,0.0,0.0,273.6,True,0.0,1622.0,1.0,0.0,7.0,0.0,0.0,1.0,32,728.05,0.0,0.0,1.0,0
371,0.0,0.0,0.0,0,2,1.6,0.0,7128.0,0.0,False,53.0,0.0,0.0,0.0,0.0,0.0,True,0.0,918.0,1.0,1.0,7.0,0.0,0.0,1.0,57,240.0,0.0,1.0,1.0,0
372,0.0,0.0,1.0,1,2,1.0,0.0,12800.0,0.0,False,70.0,0.0,0.0,0.0,1.0,80.0,True,0.0,1644.0,1.0,0.0,5.0,0.0,0.0,1.0,20,569.0,0.0,0.0,1.0,0
373,0.0,0.0,0.0,0,1,1.0,28.0,10762.0,0.0,False,75.0,1.0,0.0,0.0,0.0,0.0,True,0.0,626.0,0.0,1.0,6.0,0.0,0.0,1.0,29,288.0,0.0,0.0,1.0,1
374,0.0,0.0,0.0,1,2,0.0,88.0,9179.0,0.0,False,68.0,1.0,0.0,0.0,1.0,0.0,True,0.0,882.0,1.0,1.0,7.0,0.0,0.0,1.0,9,588.0,0.0,0.0,1.0,1
376,0.0,0.0,0.0,0,2,1.0,16.0,3182.0,0.0,True,43.0,0.0,0.0,0.0,1.0,100.0,True,0.0,1145.0,1.0,1.0,5.0,0.0,0.0,1.0,3,397.0,0.0,0.0,1.0,0
377,0.0,0.0,0.0,0,2,0.0,45.0,8640.0,0.0,True,72.0,1.0,0.0,0.0,1.0,169.0,True,0.0,764.0,1.0,0.0,7.0,0.0,0.0,1.0,1,614.0,0.0,0.0,1.0,1
378,0.0,1.0,0.0,0,2,1.0,0.0,7630.0,0.0,False,76.0,1.0,0.0,0.0,0.0,273.6,True,0.0,1032.0,1.0,1.0,8.0,1.0,0.0,1.0,14,672.0,0.0,1.0,1.0,0
379,0.0,0.0,0.0,1,1,0.0,78.0,13695.0,0.0,True,66.0,0.0,0.0,0.0,1.0,0.0,True,0.0,1114.0,1.0,1.0,6.0,0.0,0.0,1.0,4,576.0,0.0,0.0,1.0,0
380,0.0,0.0,0.0,1,1,1.0,0.0,12537.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1078.0,0.0,1.0,6.0,0.0,1.0,1.0,2,500.0,0.0,0.0,1.0,1
381,0.0,0.0,0.0,1,1,0.0,0.0,8750.0,0.0,False,70.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1002.0,1.0,1.0,5.0,0.0,0.0,1.0,39,728.05,0.0,1.0,1.0,0
382,0.0,0.0,0.0,0,1,0.0,112.0,6000.0,1.0,False,50.0,0.0,0.0,0.0,0.0,0.0,True,0.0,679.0,1.0,1.0,6.0,0.0,0.0,1.0,5,308.0,0.0,0.0,1.0,1
383,0.0,0.0,0.0,1,2,1.0,39.0,10186.0,0.0,False,90.4,1.0,0.0,0.0,1.0,240.0,True,0.0,1061.0,1.0,1.0,8.0,0.0,0.0,1.0,18,564.0,0.0,0.0,1.0,1
384,1.0,0.0,0.0,1,2,1.0,112.0,9750.0,0.0,False,75.0,1.0,0.0,0.0,1.0,253.0,True,0.0,1108.0,0.0,0.0,8.0,0.0,0.0,1.0,8,583.0,0.0,0.0,1.0,1
385,1.0,0.0,0.0,0,2,1.0,28.0,7577.0,0.0,True,61.0,0.0,0.0,0.0,1.0,192.0,True,0.0,1362.0,0.0,0.0,6.0,0.0,0.0,1.0,1,460.0,0.0,0.0,1.0,0
386,0.0,0.0,0.0,0,2,1.0,0.0,10140.0,0.0,False,78.0,0.0,0.0,0.0,0.0,0.0,True,0.0,1350.0,1.0,1.0,7.0,0.0,0.0,1.0,35,478.0,0.0,1.0,1.0,0
